ORDER,FAMILY,GENUS,SPECIES,NUMB,SNST,STRAT,CNTAB,REL,MIN,QMIN,MAX,MIDPT-ELEV,QMAX,CP,RP,SUB,MICRO,NHAB,NZOO,HAB1,HAB2,HAB3,HAB4,HAB5,HAB6,HAB7,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,GAN,LAN,BSR,MPL,PAS,MAH,GCS,CDH,CHO,EPC,STP,NAN,CAN,SAN,NSA,TEP,AMN,AMS,CSA,ATL,PAM,PAT
PASSERIFORMES,EMBERIZINAE,Sporophila,melanogaster,3241,M,U,HT,U,700,,1100,400,,3,2,SOU,,2,1,A1,N7,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,EMBERIZINAE,Sporophila,minuta,3243,L,U,LT,F,0,,1100,1100,,4,3,,,3,6,N6,N5,N14,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,Y,,Y,,,,,,Y,,Y,Y,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,ruficollis,3250,M,U,LT,F/P,0,,1100,1100,+,4,2,,,2,2,N6,N5,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,
PASSERIFORMES,EMBERIZINAE,Sporophila,castaneiventris,3229,L,U,LT,C,0,,950,950,,4,3,,,3,2,N14,N11,N12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,ardesiaca,3225,M,U,LT,U,0,,900,900,,3,1,RDJ,,3,1,N11,A1,N14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,EMBERIZINAE,Sporophila,(lineola) bouvronides,3239,L,U,LT,F,0,,900,900,,4,2,,,2,3,N14,N11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,(americana) americana,3223,L,U/M,LT,C,0,,800,800,+,4,3,,,5,3,N14,N11,N12,F15,F3,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,Y,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,collaris,3231,L,U,LT,F,0,,800,800,,4,3,,,3,3,N6,A1,N14,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,
PASSERIFORMES,EMBERIZINAE,Sporophila,peruviana,3248,L,U,LT,C/P,0,,700,700,,4,3,,,2,2,N1,N11,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,cinnamomea,3230,M,U,LT,U,0,,0,0,,3,2,o,,3,1,N6,A1,N5,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,
PASSERIFORMES,EMBERIZINAE,Sporophila,insulata,3236,?,?,LT,?,0,,0,0,,2,1,o,,1,1,N1?,,,,,,,,,,,,,,,,,,,,,,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,nigrorufa,3245,M,U,LT,R?,0,,0,0,,2,1,CER,,2,1,N6,N5?,,,,,,,,,,,,,,,,,,,,,,,,,Q,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,palustris,3247,M,U,LS,F/P,0,,0,0,,3,2,o,,3,1,N6,A1,N11,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,
PASSERIFORMES,EMBERIZINAE,Sporophila,zelichi,3254,M,U,LS,R,0,,0,0,?,2,1,o,,1,1,N11?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,
COLUMBIFORMES,COLUMBIDAE,Starnoenas,cyanocephala,793,M,T,LT,U,0,,0,0,?,3,2,CUB,,2,1,F1,F7?,,,,,,Y,,,,,,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
CAPRIMULGIFORMES,STEATORNITHIDAE,Steatornis,caripensis,1034,M,C/A,HT,U/P,0,,2200,2200,,4,2,,R,2,7,F1,F4,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,Y,Y,Y,Y,,,,
PASSERIFORMES,HIRUNDINIDAE,Stelgidopteryx,serripennis,2865,L,A,LS,F,0,,2500,2500,,4,3,,,4,5,N14,N13,A8,A9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,Y,,,,,,Y,,Y,Y,Y,Y,,,,,,,,,,,,,,
PASSERIFORMES,HIRUNDINIDAE,Stelgidopteryx,ruficollis,2864,L,A,LT,C,0,,2000,2000,,4,3,,,4,12,N14,N13,A8,A9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,Y,,,,,,,,,,Y,Y,Y,Y,,Y,Y,,Y,,Y,Y,Y,Y,Y,
APODIFORMES,TROCHILIDAE,Stellula,calliope,1425,M,U/C,MM,U,2000,,2900,900,,4,3,,,2,1,F10,F11,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Stephanophorus,diadematus,3525,L,U/C,UT,F,0,,2400,2400,,4,3,,,5,2,F4,F9,F1,N11,F15,,,Y,,,Y,,,,,Y,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,
APODIFORMES,TROCHILIDAE,Stephanoxis,lalandi,1182,M,M/C,UT,U,0,,2150,2150,,4,3,SOU,,3,1,N14,F15,F4,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
CHARADRIIFORMES,LARIDAE,Sterna,superciliaris,710,H,W,LT,F,0,,800,800,,4,3,,,3,6,A8,A6,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,
CHARADRIIFORMES,LARIDAE,Sterna,anaethetus,697,H,W,LT,U,0,,0,0,,3,2,,,1,5,A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,Y,,Y,,,,,,,,Y,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,antillarum,697.01,M,W,LT,F,0,,0,0,,3,2,,,2,6,A11,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,Y,Y,Y,,Y,,Y,,,,,,,,Y,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,dougallii,699,H,W,LT,U,0,,0,0,,3,2,,,2,4,A11,A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,Y,,,,,,,,Y,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,forsteri,701,H,W,LS,F,0,,0,0,,4,3,,,2,2,A11,A6?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q,,,,,Y,,,,Y,,,,Y,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,fuscata,702,H,W,LT,F,0,,0,0,,4,3,,,1,9,A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,,Y,,,Y,Y,,,,Y,,,,,Y,,
CHARADRIIFORMES,LARIDAE,Sterna,hirundinacea,703,H,W,LS,F,0,,0,0,,4,2,,,1,2,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,Y
CHARADRIIFORMES,LARIDAE,Sterna,hirundo,704,M,W,LT,C,0,,0,0,,4,2,,,1,2,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,Y,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,lorata,705,H,W,LT,U,0,,0,0,,3,2,,,2,2,A11,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,Y,Y,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,trudeaui,711,M,W,LS,F,0,,0,0,,4,2,,,3,3,A1,A2,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,Q
APODIFORMES,TROCHILIDAE,Sternoclyta,cyanopectus,1314,M,?,UT,F,900,,1900,1000,,4,3,o,,3,1,F4,F1,F15?,,,,,Y,,,Y,,,,,,,,,,,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Stigmatura,budytoides,2354,M,U/C,LT,F/C,0,,2300,2300,,4,3,o,,3,1,N1,N2,N11,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
PASSERIFORMES,TYRANNIDAE,Stigmatura,(napensis) bahiae,2355,?,?,LT,?,0,,1000,1000,,3,2,CAA,,1,1,N1,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
PASSERIFORMES,TYRANNIDAE,Stigmatura,(napensis) napensis,2355.01,M,C,LT,F,0,,0,0,,4,3,,,1,2,N12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
COLUMBIFORMES,COLUMBIDAE,Streptopelia,decaocto,744.5,L,T/C,LS,C,0,,0,0,,4,3,,,2,1,N14,F15,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
APODIFORMES,APODIDAE,Streptoprocne,zonaris,1095,L,A,LT,F,0,,3600,3600,,4,3,,R,4,14,F4,F1,F15,N14,,,,Y,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
APODIFORMES,APODIDAE,Streptoprocne,semicollaris,1094,L,A,MM,F,800,,3000,2200,,4,3,o,R,3,1,F11,F7,N14,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
APODIFORMES,APODIDAE,Streptoprocne,biscutata,1093,M,A,LT?,F/P,0,,2000,2000,+,3,2,,R,5,2,F1,F4,F9,N14,F7,,,Y,,,Y,,,Y,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,
STRIGIFORMES,STRIGIDAE,Strix,fulvescens,1021,H,C,MM,U,1200,,3100,1900,,4,2,CAH,,2,1,F4,F11,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
STRIGIFORMES,STRIGIDAE,Strix,varia,1025,M,C,MM,R,1300,,3100,1800,,4,2,,,2,1,F11,F10,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
STRIGIFORMES,STRIGIDAE,Strix,occidentalis,1023,M,C,MM,U,1250,,2500,1250,,3,2,,,2,2,F11,F10,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,
STRIGIFORMES,STRIGIDAE,Strix,hylophila,1022,H,C,UT,U,0,,2000,2000,+,3,3,SOU,,3,1,F4,F1,F9,,,,,Y,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
STRIGIFORMES,STRIGIDAE,Strix,rufipes,1024,M,C,LS,U/F,0,,1000,1000,,4,3,,,2,2,F7,F9,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,
PASSERIFORMES,ICTERIDAE,Sturnella,magna,3909,L,T,US,C,0,,3500,3500,,4,3,,,3,9,N8,N5,N13,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,Y,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,,Y,,,Y,,Y,,,,,
PASSERIFORMES,ICTERIDAE,Sturnella,neglecta,3911,L,T,LS,C,0,,2800,2800,,4,3,,,3,3,N8,N13,N1,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,,,,,,,,,,,
PASSERIFORMES,ICTERIDAE,Sturnella,bellicosa,3906,L,T/U,LT,C,0,,2500,2500,,4,3,,,4,2,N13,N2,N1,A2,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
PASSERIFORMES,ICTERIDAE,Sturnella,loyca,3908,L,T,LS,C,0,,2500,2500,,4,3,,,3,4,N7,N13,N1,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,Y,Y
PASSERIFORMES,ICTERIDAE,Sturnella,superciliaris,3911.01,L,T/U,LT,C,0,,2500,2500,,4,3,,,4,3,N13,N6,N5,A1,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,
PASSERIFORMES,ICTERIDAE,Sturnella,militaris,3910,L,T/U,LT,C,0,,1600,1600,,4,3,,,3,5,N13,N6,A1,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,Y,,Y,Y,,,,
PASSERIFORMES,ICTERIDAE,Sturnella,defilippi,3907,M,T/U,LT,U/P,0,,0,0,,3,2,o,,2,1,N8,N13,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,
PASSERIFORMES,STURNIDAE,Sturnus,vulgaris,3969,L,T/C,LS,C,0,,2000,2000,,4,2,,,4,2,F15,N14,N13,F8,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Sublegatus,(modestus) obscurior,2311,M,C,LT,U,0,,1050,1050,,4,2,,,3,3,F3,F1E,F7,,,,,E,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,
PASSERIFORMES,TYRANNIDAE,Sublegatus,(modestus) modestus,2310,M,C,LT,F,0,,800,800,,4,3,,,3,2,F7,F8,N1,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,
PASSERIFORMES,TYRANNIDAE,Sublegatus,(modestus) arenarum,2309,M,C,LT,U,0,,0,0,,4,3,,,4,4,F7,F8,F14,N1,,,,,,,,,,Y,Y,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,Y,,Y,,,,,
PASSERIFORMES,TYRANNIDAE,Suiriri,suiriri,2312,M,C,LT,F,0,,1500,1500,,4,3,,,2,4,N4,F7,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,,
PELECANIFORMES,SULIDAE,Sula,dactylatra,167,H,W,LT,F,0,,0,0,,4,2,,,1,10,A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,,Y,,Y,Y,Y,,,,Y,,,,,Y,,
PELECANIFORMES,SULIDAE,Sula,leucogaster,168,H,W,LT,C,0,,0,0,,4,2,,,2,10,A11,A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,Y,,Y,,Y,,,,,,Y,,Y,Y,,Y,,
PELECANIFORMES,SULIDAE,Sula,nebouxii,169,H,W,LT,C,0,,0,0,,4,3,,,1,4,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,,,,Y,Y,,,,,,,,,,,,
PELECANIFORMES,SULIDAE,Sula,sula,170,H,W,LT,F,0,,0,0,,4,2,,,1,7,A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,Y,,Y,,,Y,,,,,Y,,,,,Y,,
PELECANIFORMES,SULIDAE,Sula,variegata,171,H,W,LT,F,0,,0,0,,4,2,o,,2,1,A11,A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Sylviorthorhynchus,desmursii,1787.8,M,U,LS,U,0,,1000,1000,,4,3,o,B,2,1,F9,F15,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,(azarae) courseni,1829.6,M,U,MM/UM,F,2700,,3500,800,,3,2,MTC,,2,1,F4E,F15,,,,,,,,,E,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,unirufa,1849,M,U,UM,F,1700,,3300,1600,,4,3,,B,2,2,F4,F5,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,subpudica,1846,L,U,MM,C,1200,,3200,2000,,4,3,EAS,,3,1,F4E,F15E,N14,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,(azarae) azarae,1829.5,L,U,MM,C,1250,,3100,1850,,4,3,o,,2,1,F4E,F15,,,,,,,,,E,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,(azarae) elegantior,1829.7,L,U,MM,C,700,,3000,2300,,4,3,o,,2,1,F4E,F15,,,,,,,,,E,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,fuscorufa,1838,L,U,MM,C,900,,3000,2100,,4,3,SMT,,2,1,F4E,N14,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,zimmeri,1850,M,U,MM,U,1900,,3000,1100,,3,2,AWA,,1,1,N2,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,(azarae) superciliosa,1829.8,M,U,UT,F,600,,2900,2300,,4,3,o,,3,1,F4E,F15,F7,,,,,,,,E,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,castanea,1831,M,U,MM,F,1300,,2900,1600,,4,3,VNZ,B,2,1,F4,F15,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,frontalis,1837,L,U,LT,F,0,,2300,2300,,4,3,,,3,3,F7,F8E,F15,,,,,,,,,,,Y,E,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,Y,
PASSERIFORMES,FURNARIIDAE,Synallaxis,spixi,1844,L,U,LT,C,0,,2200,2200,,4,3,,,3,2,N14,N11,N4,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,
PASSERIFORMES,FURNARIIDAE,Synallaxis,cinnamomea,1834,L,U,UT,F,900,,2100,1200,,4,3,,,5,2,F15,N14,F4,F7,F1,,,Y,,,Y,,,Y,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,brachyura,1830,L,U,LT,C,0,,2000,2000,,4,3,,,4,5,N14,N11,F4E,F1E,,,,E,,,E,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,Y,,,Y,,,,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,cinerascens,1833,M,U/M,LT,U,0,,2000,2000,,3,2,,,2,2,F1,F4,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,
PASSERIFORMES,FURNARIIDAE,Synallaxis,(cabanisi) macconnelli,1830.51,M,U,UT,F,0,,1900,1900,,4,3,,,3,2,F1E,F4E,F15,,,,,E,,,E,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,albescens,1828,L,U,LT,C,0,,1500,1500,,4,3,,,4,5,N4,N5,N13,N14,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,Y,Y,Y,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,(gujanensis) maranonica,1838.52,L,U,UT,F,0,,1500,1500,,3,2,MAR,,2,1,F8,F15,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,(cabanisi) cabanisi,1830.5,L,U,LT,F,0,,1400,1400,,4,3,o,,3,1,F1E,F15,F3E,,,,,E,,E,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,(ruficapilla) ruficapilla,1842.51,M,U,HT,F,0,,1400,1400,+,4,3,SOU,,3,1,F4,F1,F15,,,,,Y,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,moesta,1840,M,U,LT,F,0,,1200,1200,,4,3,,,3,2,F3E,F1E,F15,,,,,E,,E,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,cherriei,1832,M,U,LT,U/P,0,,1050,1050,,3,1,,B,2,2,F1,F15?,,,,,,Y,,,,,,,,,,,,,,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,erythrothorax,1836,L,T/U,LT,C,0,,1000,1000,,3,3,,,3,2,F15,N14,F1E,,,,,E,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,(gujanensis) gujanensis,1838.51,L,U,LT,C,0,,900,900,,4,3,,,3,2,F3,F15,F8,,,,,,,Y,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,rutilans,1843,H,U,LT,F,0,,900,900,,4,3,,T,1,2,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,albigularis,1829,L,U,LT,F,0,,800,800,,4,3,,,2,2,N12,N14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,(ruficapilla) infuscata,1842.5,M,U,HT,F,0,,800,800,?,2,1,NOR,,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,tithys,1848,M,U,LT,F,0,,750,750,,3,2,MAN,,1,1,F7,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Synallaxis,hypospodia,1839,M,U,LT,U/P,0,,700,700,,3,2,,,2,2,N6,N14,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,
