ORDER,FAMILY,GENUS,SPECIES,NUMB,SNST,STRAT,CNTAB,REL,MIN,QMIN,MAX,MIDPT-ELEV,QMAX,CP,RP,SUB,MICRO,NHAB,NZOO,HAB1,HAB2,HAB3,HAB4,HAB5,HAB6,HAB7,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,GAN,LAN,BSR,MPL,PAS,MAH,GCS,CDH,CHO,EPC,STP,NAN,CAN,SAN,NSA,TEP,AMN,AMS,CSA,ATL,PAM,PAT
APODIFORMES,TROCHILIDAE,Amazilia,viridifrons,1275,M,U/C,LT,F,0,,1550,1550,,4,3,,,4,2,F7,N1,N2,F1E,,,,E,,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,cyanura,1258,L,M/C,LT,F,0,,1500,1500,,4,2,,,3,2,F15,F7,F1E,,,,,E,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,yucatanensis,1277,L,U/M,LT,C,0,,1250,1250,,4,3,o,,4,1,F7,F8,F15,F1E,,,,E,,,,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,amazilia,1249,L,U/M,LT,C,0,,1200,1200,,4,3,,,4,2,F7,N1,F15,N14,,,,,,,,,,Y,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,lactea,1264,L,M/C,LT,F,0,,900,900,,4,3,,,3,3,F1E,F3,F15,,,,,E,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,,
APODIFORMES,TROCHILIDAE,Amazilia,versicolor,1272,L,U/C,LT,F,0,,900,900,,4,3,,,5,5,F1E,F7,F8,F15,F12,,,E,,,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,,
APODIFORMES,TROCHILIDAE,Amazilia,distans,1260,?,C?,LT,?,0,,800,800,?,2,2,ARC,,1,1,F1?,,,,,,,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,fimbriata,1262,L,U/C,LT,C,0,,800,800,,4,3,,,4,5,F3,F8,F15,F12,,,,,,Y,,,,,Y,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,,
APODIFORMES,TROCHILIDAE,Amazilia,amabilis,1248,L,U,LT,F,0,,0,0,,4,3,,,2,3,F1E,F15,,,,,,E,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,Y,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,boucardi,1251,M,U/C,LT,F,0,,0,0,,3,2,HPC,,1,1,F14,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,chionopectus,1255,M,U/C,LT,F,0,,0,0,,4,3,,,3,2,F1,F7,F15,,,,,Y,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,decora,1259,M,U/M,LT,C,0,,0,0,,4,3,HPC,,2,1,F1E,F15,,,,,,E,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,leucogaster,1265,L,U/C,LT,?,0,,0,0,,4,3,,,3,4,F7,F15,F14?,,,,,,,,,,,Y,,,,,,,Q,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,
APODIFORMES,TROCHILIDAE,Amazilia,luciae,1266,M,U/C,LT,F/P,0,,0,0,,2,2,SCA,,1,1,F7,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Amazilia,rosenbergi,1267,L,U,LT,U,0,,0,0,,4,3,o,,2,1,F1E,F15,,,,,,E,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,mercenaria,932,M,C,MM,F,1100,,3300,2200,,4,3,,,2,2,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,finschi,928,M,C,UT,U,0,,2200,2200,,3,2,,,3,2,F11,F1,F7,,,,,Y,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,tucumana,937,M,C,UT,U?,1000,,2200,1200,,2,1,SCT,,2,1,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,albifrons,916,M,C,LT,F,0,,1800,1800,,4,3,,,3,2,F7,F1,F15,,,,,Y,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,dufresniana,925,H,C,UT,R/U,700,,1700,1000,,3,2,,,2,2,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,vinacea,940,M,C,UT,R,500,,1700,1200,,2,1,SOU,,2,1,F9,F1,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PSITTACIFORMES,PSITTACIDAE,Amazona,aestiva,914,M,C,LT,F,0,,1600,1600,,4,2,,,4,2,F8,F7,N4,N6,,,,,,,,,,Y,Y,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,
PSITTACIFORMES,PSITTACIDAE,Amazona,agilis,915,M,C,HT/UT,U,500,,1600,1100,+,2,1,JAM,,2,1,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,ventralis,938,M,C,HT/UT,U,0,,1500,1500,+,2,1,HIS,,2,1,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,imperialis,930,M,C,HT,R,500,,1400,900,,1,1,DOM,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,arausiaca,918,M,C,HT,R,0,,1200,1200,,2,1,DOM,,2,1,F1,F4,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,collaria,924,M,C,HT,F,0,,1200,1200,,2,1,JAM,,2,1,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,farinosa,926,M,C,LT,F,0,,1200,1200,,4,3,,,1,6,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,Y,,Y,Y,,Y,,
PSITTACIFORMES,PSITTACIDAE,Amazona,viridigenalis,941,M,C,LT,U,0,,1200,1200,,2,1,GCM,,3,1,F8,F7,F11,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,xanthops,944,M,C,HT,U,600,,1200,600,,2,1,CER,,2,1,N4,F8,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,(autumnalis) autumnalis,920,M,C,LT,F,0,,1100,1100,,3,2,,,4,3,F1E,F7,F8,F15,,,,E,,,,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,Y,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,guildingii,929,M,C,HT,R,0,?,1000,1000,,1,1,STV,,2,1,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,pretrei,935,M,C,UT,R,500,,1000,500,,1,1,SOU,,1,1,F9,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PSITTACIFORMES,PSITTACIDAE,Amazona,versicolor,939,M,C,HT,R,0,,1000,1000,,1,1,STL,,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,rhodocorytha,936,M,C,LT,U,0,,900,900,,2,1,RDJ,,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PSITTACIFORMES,PSITTACIDAE,Amazona,vittata,942,H,C,HT,R,200,,900,700,,1,1,PUE,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,(ochrocephala) ochrocephala,933,M,C,LT,F,0,,850,850,,4,2,,,4,5,F2,F3,F8,F7,,,,,Y,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,Y,,Y,Y,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,amazonica,917,M,C,LT,F,0,,800,800,,4,3,,,5,5,F2,F3,F8,N6,F1,,,Y,Y,Y,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,,
PSITTACIFORMES,PSITTACIDAE,Amazona,leucocephala,931,M,C,LT,U/F,0,,800,800,+,2,1,o,,3,1,F1,F4,F7,,,,,Y,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,(ochracephala) oratrix,934,M,C,LT,R,0,,700,700,,2,1,,,3,2,F7,F8,F1,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,(ochrocephala) auropalliata,932.5,M,C,LT,F,0,,600,600,,3,2,o,,3,1,F7,F8,F15,,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,(autumnalis) diadema,921,H,C,LT,F,0,,0,0,,3,2,o,,1,1,F1E,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,barbadensis,922,M,C,LT,R/U,0,,0,0,,3,2,ARC,,2,1,N1,F7,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,brasiliensis,923,H,C,LT,R,0,,0,0,,1,1,SOU,,2,1,F1,F12,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PSITTACIFORMES,PSITTACIDAE,Amazona,festiva,927,M,C,LT,U,0,,0,0,,3,3,,,3,3,F2,F3,F8,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,rubricauda,936.5,H,C,LT,R?,0,,0,0,,3,1,o,,1,1,F1?,,,,,,,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
PSITTACIFORMES,PSITTACIDAE,Amazona,xantholora,943,M,C,LT,U/F,0,,0,0,,3,2,YUC,,2,1,F7,F15,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Amazonetta,brasiliensis,266,L,W,LT,C,0,,1200,1200,,4,3,,,2,5,A1,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,Y,
PASSERIFORMES,ICTERIDAE,Amblyramphus,holosericeus,3914,M,U,LT,U/P,0,,600,600,,4,3,,,1,2,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,
PASSERIFORMES,EMBERIZINAE,Ammodramus,(sandwichensis) sandwichensis,3127.02,M,T,MM,F/P,1500,,3300,1800,,4,3,,,2,2,N8,N13,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Ammodramus,baileyi,3123.01,M,T,UM,R,2400,,3050,650,,2,1,NMM,,2,1,F10,N8,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Ammodramus,savannarum,3128,M,T/U,MM,U/P,0,,2500,2500,,3,2,,,3,7,N8,N5,N13,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,Y,,,,,,,,,,,,,,Y,,Y,Y,Y,,Y,,,,,Y,,,Y,,,,,,,
PASSERIFORMES,EMBERIZINAE,Ammodramus,humeralis,3126,L,T,LT,C,0,,1700,1700,,4,3,,,3,6,N5,N6,N13,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,
PASSERIFORMES,EMBERIZINAE,Ammodramus,aurifrons,3123,L,T,LT,C,0,,900,900,,4,3,,,3,3,N12,N14,N13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,
PASSERIFORMES,EMBERIZINAE,Ammodramus,(sandwichensis) beldingi,3127,M,T,LS,U,0,,0,0,,3,2,BAJ,,1,1,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Ammodramus,(sandwichensis) rostratus,3127.01,M,T,LS,F,0,,0,0,,4,3,o,,1,1,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,COTINGIDAE,Ampelioides,tschudii,2791,H,C,UT,U,900,,2300,1400,,3,2,,,1,2,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PASSERIFORMES,COTINGIDAE,Ampelion,stresemanni,2779,H,C,UM,U,2700,,4300,1600,,2,1,AWA,,1,1,F6,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,COTINGIDAE,Ampelion,rubrocristatus,2776,L,C,UM,C,2800,,4050,1250,,4,3,,,3,2,F5,F4,F15,,,,,,,,Y,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PASSERIFORMES,COTINGIDAE,Ampelion,remseni,2775.5,H,C,UM,U,3100,,3650,550,,4,2,EAS,,1,1,F5,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
PASSERIFORMES,COTINGIDAE,Ampelion,sclateri,2778,H,C,UM,U,2500,,3350,850,,4,2,MTC,,1,1,F5,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,COTINGIDAE,Ampelion,rufaxilla,2777,M,C,MM,U/P,2200,,2750,550,,4,2,,,1,2,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Amphispiza,bilineata,3139,M,T,LS,C,0,,2200,2200,,4,3,,,2,2,N1,N2,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Amphispiza,belli,3138,M,T,LS,F,0,,1200,1200,,4,3,,,2,1,N1,N2,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Anabacerthia,striaticollis,1942,H,M,UT,F,950,,2200,1250,,4,3,,,1,2,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Anabacerthia,variegaticeps,1943,H,M,UT,F,700,,2100,1400,,3,2,,,2,3,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,Y,,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Anabacerthia,amaurotis,1941,H,M,HT,U,600,,1500,900,,3,2,SOU,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,FURNARIIDAE,Anabazenops,fuscus,1935,H,M,UT,U/P,350,,1250,900,,4,3,SOU,B,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,TYRANNIDAE,Anairetes,alpinus,2361,H,M/C,UM,R/P,3900,,4400,500,,2,1,AWA,,1,1,F6,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Anairetes,(reguloides) nigrocristatus,2364.5,L,U/M,UM,U,2350,,4200,1850,,3,2,AWA,,2,1,N2,F6,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Anairetes,parulus,2364,L,U/C,UM,C,0,,4000,4000,,4,3,,,4,5,N3,F15,F5,F9,,,,,,,,Y,,,,Y,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,,,Y
PASSERIFORMES,TYRANNIDAE,Anairetes,flavirostris,2363,M,U/C,UM,F,1400,,3700,2300,,4,3,,,2,3,N2,F6,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y
PASSERIFORMES,TYRANNIDAE,Anairetes,agraphia,2360,H,U/M,UM,F,2650,,3600,950,,4,3,MTC,B,1,1,F5,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Anairetes,agilis,2359,H,U/M,UM,F,2700,,3400,700,,4,3,EAS,B,1,1,F5,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Anairetes,(reguloides) reguloides,2364.51,L,U/M,LS,F,0,,2900,2900,,3,2,,,2,2,N11,N2,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Anairetes,fernandezianus,2362,?,C,LS,?,0,,1000,1000,,3,2,JFI,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,specularioides,285,M,W,LS,U,0,,4700,4700,,4,2,,,3,3,A6,A7,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,Y
ANSERIFORMES,ANATIDAE,Anas,cyanoptera,275,L,W,UM,C,0,,4600,4600,,4,3,,,2,10,A1,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,Y,Y,,,,,,,Y,Y,Y,Y,Y,,,,Y,,Y,Y
ANSERIFORMES,ANATIDAE,Anas,georgica,279,L,W,LS,F,0,,4600,4600,,4,3,,,2,7,A1,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,Y,,Y,Y
ANSERIFORMES,ANATIDAE,Anas,puna,282,M,W,UM,F,3100,,4600,1500,,4,3,AWA,,2,1,A1,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,flavirostris,277,M,W,LS,F,0,,4400,4400,,4,2,,,3,5,A1,A6,A8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,Y,Y
ANSERIFORMES,ANATIDAE,Anas,platalea,281,M,W,LS,F,0,,3500,3500,,4,3,,,2,4,A1,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,Y,Y
ANSERIFORMES,ANATIDAE,Anas,(platyrhynchos) diazi,281.5,M,W,US,F,800,,2500,1700,,3,2,o,,1,1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,specularis,286,M,W,LS,U,0,,1800,1800,,2,1,o,,2,1,A8,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,sibilatrix,284,M,W,LS,F,0,,1200,1200,,3,2,,,2,4,A6,A8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,Y,,,Y,,,,,,,Y,Y
ANSERIFORMES,ANATIDAE,Anas,(platyrhynchos) platyrhynchos,281.51,L,W,LS,U/P,0,,1000,1000,,4,3,,,2,1,A6,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,versicolor,288,L,W,LS,F,0,,1000,1000,,4,3,,,2,5,A1,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,Y,,,Y,,,,,Y,,Y,Y
ANSERIFORMES,ANATIDAE,Anas,bahamensis,272,L,W,LT,F,0,,0,0,,3,2,,,5,10,A1,A2,A6,A7,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,,,,Y,,Y,Y,,,,,,,,Y,Y,,,,Y,,Y,Y,Y,Y,Y,
ANSERIFORMES,ANATIDAE,Anas,fulvigula,278,L,W,LS,U,0,,0,0,,3,2,,,2,1,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Ancistrops,strigilatus,1934,H,M/C,LT,F,0,,900,900,,4,3,,,1,2,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PICIFORMES,RAMPHASTIDAE,Andigena,hypoglauca,1578,H,C,UM,U,2400,,3350,950,,4,3,,,1,2,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PICIFORMES,RAMPHASTIDAE,Andigena,cucullata,1577,H,C,UM,U,2500,,3300,800,,4,3,COC,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
